,Age,Location,Device,Variant,Time Spent,CTR
0,62,Location2,Device2,Control,13.92866854318459,0.08477598871868905
1,18,Location1,Device1,Variant B,11.310517738580295,0.09685886809355494
2,21,Location2,Device1,Variant B,24.84210015489373,0.0976300015405616
3,21,Location1,Device3,Variant B,20.06129986541151,0.10978296295118381
4,57,Location1,Device2,Variant B,34.49550298554413,0.0685788968045022
5,27,Location3,Device1,Variant B,26.129246067338567,0.14934051643858004
6,37,Location3,Device3,Variant B,20.52536203722959,0.09578815927165317
7,39,Location2,Device1,Variant A,21.52521696058984,0.1499854437045457
8,54,Location3,Device2,Control,21.910608195538998,0.1355345633012567
9,41,Location1,Device2,Variant A,27.64278758976079,0.13726630621873173
10,24,Location2,Device3,Variant B,21.11301612117428,0.12045903698363758
11,42,Location2,Device3,Variant B,19.659044491954113,0.09285115821577193
12,42,Location2,Device3,Variant B,32.975052556026235,0.1376396228639207
13,30,Location2,Device3,Variant A,26.208501620291592,0.08787544427105165
14,19,Location3,Device3,Variant B,21.334799602928435,0.12987836326203228
15,56,Location2,Device2,Variant A,7.8009008392796915,0.06978077637954655
16,57,Location1,Device3,Control,37.52736763436707,0.13096605542094444
17,41,Location2,Device3,Variant A,32.69943697741579,0.11462565143362906
18,64,Location3,Device3,Variant A,21.05718634128645,0.101043572076193
19,42,Location1,Device3,Control,21.532686612273213,0.08116790232853589
20,35,Location3,Device2,Variant B,23.854361330917765,0.13604510440530046
21,55,Location3,Device2,Variant A,30.03231766671137,0.10244940409681967
22,43,Location3,Device1,Control,16.171548290304244,0.08584477623247644
23,31,Location3,Device3,Variant A,29.319742424718605,0.06566698928999175
24,26,Location2,Device3,Variant A,29.23469994538906,0.10026333184000864
25,27,Location3,Device2,Control,23.523473716524897,0.08957163986936345
26,38,Location2,Device2,Variant A,18.70222049865199,0.14736696722893078
27,34,Location2,Device2,Control,23.71484376727734,0.09816041342445934
28,23,Location3,Device3,Variant A,18.548588855879373,0.11720719103079376
29,33,Location1,Device1,Variant B,28.78639953688937,0.12821783534277648
30,18,Location3,Device1,Control,20.452340700896684,0.11033182198732612
31,36,Location3,Device2,Variant B,26.5126283444469,0.08937280966787758
32,53,Location2,Device2,Variant A,20.457041754437032,0.137304786825231
33,42,Location2,Device2,Variant B,31.198428620444616,0.11738440127548833
34,47,Location2,Device2,Control,21.77939336655818,0.10123365293073655
35,37,Location2,Device1,Variant A,16.83168403923287,0.13421255071412286
36,37,Location3,Device1,Control,16.841749805828016,0.10795436158615304
37,32,Location1,Device2,Variant A,26.16959466835722,0.12559434937599645
38,57,Location1,Device1,Variant B,21.31724856339525,0.09476042958802926
39,50,Location1,Device2,Variant B,28.98810504361608,0.09545388250163608
40,19,Location1,Device1,Control,22.724188832704424,0.08430496616836558
41,27,Location2,Device3,Control,20.590902842845292,0.08012271679254049
42,50,Location3,Device3,Variant A,14.68576498682734,0.1175244613769242
43,49,Location2,Device1,Control,25.11442490583893,0.1417135064928554
44,28,Location2,Device2,Control,18.274973713459985,0.1342612346478313
45,41,Location3,Device1,Variant B,26.551327866440698,0.06160414516598298
46,53,Location3,Device2,Control,12.483161618663937,0.08903879786263152
47,29,Location3,Device2,Control,24.981885260814906,0.0866630220802988
48,46,Location2,Device2,Variant A,31.49870154530283,0.13821883405966995
49,52,Location1,Device2,Variant B,23.952731695728353,0.10953382594135196
50,18,Location2,Device1,Variant B,15.78602309845887,0.090580152911915
51,18,Location2,Device1,Variant A,21.69047883415067,0.10995975170123166
52,54,Location3,Device3,Variant B,26.62223862718787,0.11497895475937854
53,23,Location2,Device2,Variant A,28.929812786733322,0.12644651012493235
54,56,Location1,Device3,Variant A,16.141263116365643,0.12796750606283314
55,58,Location1,Device1,Control,17.097836669412747,0.09030090548121834
56,35,Location2,Device1,Control,17.148780090578967,0.07093831003034048
57,33,Location3,Device2,Variant A,37.43481752929709,0.09545244218014073
58,22,Location2,Device1,Control,22.390167191147718,0.09762267714916467
59,59,Location1,Device2,Control,10.93698263988817,0.06855757646285056
60,60,Location1,Device3,Variant B,14.252926243837807,0.08865701112535011
61,49,Location2,Device2,Variant B,28.01955705498891,0.11406000304659503
62,19,Location1,Device1,Control,19.548104286784575,0.11607307706955072
63,19,Location2,Device1,Variant A,27.089154161703316,0.16137930067440207
64,57,Location1,Device1,Variant A,20.712204843423518,0.11790306953348424
65,59,Location3,Device3,Control,18.90819091828844,0.10702795291665515
66,53,Location1,Device2,Control,16.18007192254207,0.10388090718851568
67,56,Location2,Device3,Variant A,26.89248418161165,0.1376296834827858
68,29,Location2,Device1,Variant B,30.545018084186644,0.10613516051640336
69,64,Location3,Device2,Variant B,25.55616302949346,0.07491657372762825
70,36,Location1,Device3,Variant A,21.54503887459349,0.11053710622933748
71,45,Location2,Device2,Control,18.52869411690031,0.11264271944767282
72,18,Location1,Device1,Variant B,25.032692500087023,0.09099534594962053
73,32,Location3,Device3,Variant A,22.752743274087173,0.13512767154322367
74,53,Location2,Device2,Control,23.309618237073607,0.13216027292662091
75,30,Location3,Device2,Control,30.390885915861016,0.08795445992537136
76,60,Location2,Device1,Variant B,20.993906848519515,0.12401945193125657
77,38,Location1,Device1,Control,7.206894133851879,0.11208538159916304
78,29,Location2,Device1,Variant A,21.88970997017055,0.07923633579817016
79,22,Location3,Device3,Variant A,20.9744664204222,0.09038221192514967
80,24,Location2,Device3,Variant A,25.748771495931113,0.14623023179967595
81,22,Location3,Device2,Variant A,16.880138183136335,0.10892194797763564
82,21,Location2,Device2,Control,21.58983454558792,0.09013371437517503
83,30,Location3,Device3,Variant A,29.833414862535175,0.11490683040890012
84,54,Location1,Device2,Variant B,30.260317222079905,0.12436424477565147
85,58,Location2,Device3,Control,14.753783730454515,0.11220647898614819
86,32,Location1,Device2,Control,16.39560271768592,0.09898201736026915
87,33,Location2,Device3,Control,23.637508282569716,0.10890908935910669
88,38,Location2,Device2,Variant A,29.334669133484883,0.12339955556079886
89,53,Location1,Device2,Control,25.84023671709614,0.10020354448104236
90,41,Location3,Device3,Variant A,21.893043968079517,0.1206540569875675
91,33,Location1,Device1,Variant A,27.605371087660522,0.13409417612440064
92,31,Location1,Device3,Control,9.172517233713016,0.07859905691484283
93,39,Location2,Device3,Control,23.292600451065976,0.11420270725512774
94,23,Location3,Device1,Variant A,23.60647724318249,0.10192993780819168
95,59,Location3,Device2,Control,22.022260791694485,0.10718388632566125
96,53,Location1,Device1,Control,20.20243274639016,0.0759777667203923
97,18,Location1,Device1,Variant A,25.877183758201593,0.120051468647973
98,49,Location3,Device1,Variant A,25.984729573342587,0.1280269628529662
99,23,Location1,Device2,Control,17.238625658298087,0.096332882204835
100,48,Location2,Device3,Variant A,18.268570573798204,0.1210240935788196
101,18,Location2,Device1,Variant A,21.27719934429942,0.09572678769230007
102,54,Location1,Device2,Variant B,22.11129832954107,0.11925686485886502
103,52,Location2,Device2,Control,28.43055253981904,0.0674247629521113
104,47,Location3,Device3,Control,17.054910387085897,0.10959537673865556
105,21,Location1,Device3,Control,20.387486417190903,0.11362398996587819
106,52,Location2,Device1,Control,23.198380741690837,0.09997347930552795
107,60,Location1,Device2,Control,18.47690045373728,0.1683626484102383
108,31,Location3,Device3,Variant A,21.402866939728966,0.13595577275858195
109,57,Location2,Device1,Control,10.616622462911698,0.13356866360160408
110,39,Location3,Device2,Control,27.491066353249153,0.09499378376918063
111,27,Location1,Device2,Variant B,22.13241379666448,0.16676813059322726
112,18,Location1,Device3,Variant A,23.033349883933116,0.1083055998861356
113,28,Location2,Device2,Control,19.54641200364644,0.04844687889936544
114,61,Location3,Device2,Control,22.155418630502155,0.10142718794873143
115,41,Location1,Device3,Control,23.620164211061432,0.08328048037562559
116,20,Location3,Device2,Control,16.926119937531595,0.10430374503694867
117,52,Location3,Device2,Variant A,30.463154319977914,0.12640921142805764
118,53,Location2,Device1,Variant B,24.94501566916626,0.13095455789244836
119,48,Location3,Device2,Variant B,25.02995423625892,0.12863534212012545
120,21,Location1,Device3,Control,24.223533027954552,0.09824073244799231
121,36,Location1,Device2,Variant B,18.159170610000324,0.09037672834285915
122,64,Location2,Device3,Variant B,24.605739362235372,0.09921844934306964
123,53,Location3,Device3,Variant B,23.895475991890613,0.12252598849006194
124,38,Location1,Device2,Variant B,16.448070547494936,0.0688972046302355
125,35,Location1,Device3,Variant B,29.292732189485314,0.1156603356752322
126,45,Location2,Device1,Variant A,30.208640880541658,0.1300985856727026
127,32,Location3,Device3,Variant A,24.06277082842634,0.08974824529899032
128,59,Location3,Device1,Variant A,26.925320445975245,0.11199288329271577
129,19,Location3,Device3,Variant B,31.060582932472933,0.0929978713357695
130,54,Location1,Device2,Variant A,20.450378381550664,0.11076477313623473
131,28,Location1,Device3,Variant B,24.511752519524617,0.1093195665753221
132,40,Location2,Device3,Variant B,21.527766574493764,0.09842169883612022
133,61,Location1,Device3,Variant A,16.474865804435762,0.1521996025138387
134,58,Location2,Device1,Control,20.951015327085184,0.0929632535899162
135,29,Location2,Device1,Variant B,19.569947054860158,0.10546199017464525
136,20,Location3,Device1,Variant B,18.84224798245265,0.11151757792552913
137,34,Location2,Device1,Variant A,21.934598003144963,0.1121210483512775
138,50,Location3,Device1,Variant B,22.094845972146125,0.08602284408857916
139,18,Location3,Device2,Variant B,18.885442552326246,0.07246983153894464
140,56,Location1,Device3,Variant B,25.94570796415864,0.12983479770452325
141,37,Location1,Device3,Variant A,18.747494054112927,0.17272819129601652
142,64,Location2,Device2,Control,22.966011298731598,0.06507584465152713
143,60,Location2,Device2,Control,15.016932515947538,0.10315383256768124
144,58,Location2,Device2,Variant A,16.48747253601625,0.09777048257822114
145,31,Location2,Device2,Variant B,19.254135829817347,0.09825207071832624
146,48,Location1,Device1,Control,23.536556991190007,0.0988076939427326
147,42,Location2,Device3,Variant A,16.815071248578988,0.15025576660788978
148,20,Location3,Device2,Variant A,25.065745884107827,0.10230891159140512
149,21,Location1,Device2,Variant B,18.597097619998017,0.11115783110422557
150,48,Location3,Device3,Variant B,22.919158405439415,0.09131503447896774
151,52,Location2,Device2,Variant A,12.652549089905092,0.07266611677585105
152,61,Location1,Device1,Variant A,30.05747077189328,0.08602035507077836
153,31,Location3,Device1,Variant A,28.36674554967219,0.14782913879145548
154,58,Location1,Device1,Control,19.227319327330846,0.15133620036286222
155,26,Location3,Device2,Variant B,18.705220114534356,0.1483959622768268
156,37,Location1,Device3,Variant A,26.58846170876634,0.14319162261263474
157,49,Location3,Device2,Variant B,26.79501287010156,0.11828625200126659
158,26,Location3,Device3,Control,19.348820626065574,0.09207480464787589
159,44,Location3,Device1,Variant A,25.17221935626541,0.14345838484910475
160,20,Location1,Device1,Variant B,37.64037022456051,0.12255664604900689
161,21,Location3,Device3,Control,28.852700411201354,0.08618666590328734
162,62,Location3,Device2,Variant A,30.054032124262893,0.12130360031783492
163,32,Location2,Device2,Variant B,25.290560346717797,0.1358696569919655
164,50,Location3,Device2,Variant A,24.409621251266138,0.12033210665038235
165,22,Location2,Device1,Variant B,20.034245285126563,0.12978240385803913
166,21,Location1,Device2,Variant B,20.736495869495414,0.08477248455483798
167,63,Location3,Device3,Control,11.601397402514142,0.10938978469974091
168,29,Location1,Device2,Control,16.438495276354818,0.11908372950597404
169,40,Location2,Device2,Control,20.640787191558665,0.13133698763148785
170,31,Location2,Device3,Control,21.51174691456795,0.08158873861104263
171,63,Location1,Device3,Control,15.271067745071429,0.09428948502959977
172,29,Location3,Device1,Variant B,36.23993060245261,0.11296830106782077
173,34,Location1,Device1,Control,16.395948182702387,0.08651609496951185
174,42,Location2,Device2,Variant B,20.51569046815494,0.06604785961141253
175,47,Location2,Device2,Variant B,20.546977567356997,0.10615772017877168
176,39,Location3,Device1,Variant A,27.91281076219216,0.11814568422837456
177,64,Location2,Device2,Variant B,28.536492508523203,0.13619536180325614
178,43,Location3,Device2,Variant B,23.77025409956947,0.13816776536199019
179,34,Location3,Device3,Control,22.498966606618637,0.114045914498565
180,37,Location3,Device2,Variant B,20.752565996869045,0.08983725753140037
181,51,Location2,Device3,Control,33.433792964140466,0.09962024957531171
182,58,Location1,Device1,Variant B,22.60835066532316,0.145620283687329
183,50,Location1,Device2,Variant B,24.54227994783684,0.13199832844703605
184,54,Location2,Device3,Control,19.000624790744364,0.08441797133166393
185,24,Location1,Device3,Variant A,26.888433794570062,0.12520045564891277
186,39,Location1,Device3,Variant B,24.077761102555236,0.12269188432440227
187,49,Location2,Device3,Variant B,14.008169873513378,0.12412805266492413
188,31,Location1,Device2,Control,16.65933374340313,0.06540480408097737
189,25,Location2,Device1,Control,9.219316535084072,0.08984139231273118
190,42,Location3,Device3,Variant A,33.8397715253246,0.11531242116498196
191,33,Location3,Device1,Variant A,22.945336933537817,0.10558626475312897
192,59,Location1,Device3,Variant A,22.256941972959414,0.080611830836651
193,36,Location2,Device3,Variant B,23.414437154102473,0.0738187169222108
194,58,Location3,Device3,Variant B,26.407612932636148,0.11648732058689036
195,33,Location2,Device1,Control,21.932212989520842,0.10705392849169164
196,29,Location2,Device1,Control,27.647923473067937,0.09427297675119174
197,56,Location2,Device1,Control,27.003036393029895,0.07894139498446609
198,47,Location1,Device2,Variant A,32.637741585954025,0.09427388158520594
199,19,Location3,Device1,Variant A,28.277653944119262,0.12389942290275664
200,49,Location1,Device2,Variant A,36.6744362121574,0.1460588186181201
201,62,Location2,Device2,Variant B,28.30396092509642,0.15726364928685227
202,42,Location3,Device1,Variant B,17.1873544520745,0.13404258016304152
203,42,Location1,Device3,Control,14.92410776997992,0.10691813044396462
204,21,Location3,Device3,Variant A,31.488134566399086,0.1269847415624097
205,36,Location1,Device2,Variant B,23.129557531970605,0.14010617894430094
206,21,Location2,Device3,Variant A,24.93038253231648,0.1432011988781699
207,60,Location3,Device3,Variant B,18.843341540661093,0.12611985875263637
208,30,Location2,Device2,Variant A,23.555702671015013,0.12024848375309947
209,56,Location2,Device1,Variant B,25.338991863673314,0.11521378210755157
210,53,Location3,Device2,Variant B,22.567810163279557,0.10640726189233755
211,40,Location3,Device1,Variant B,12.366389251107252,0.12988880327174487
212,23,Location1,Device1,Variant B,24.57807296707474,0.11513514865603801
213,41,Location1,Device2,Control,19.556540810170365,0.09281370192801562
214,61,Location2,Device3,Variant A,25.988956455367912,0.096675707626629
215,50,Location1,Device1,Variant B,32.991360969840045,0.10191843703736181
216,29,Location3,Device2,Variant B,23.17282101786418,0.1089393341696853
217,58,Location3,Device2,Variant A,27.50350156400416,0.11488626956643239
218,38,Location3,Device2,Variant B,28.44118034414025,0.14482697450997378
219,28,Location2,Device1,Variant B,20.93299888514037,0.12591050991510774
220,61,Location1,Device3,Variant A,26.327080080960194,0.11428700541089122
221,55,Location1,Device3,Control,21.70742078519438,0.12314805397355269
222,46,Location1,Device2,Control,16.061294817168005,0.11990545378554555
223,58,Location1,Device1,Variant B,15.29698449975806,0.09700112118090372
224,20,Location1,Device3,Control,19.837377525503033,0.10090418113349717
225,45,Location1,Device2,Control,18.45141536741947,0.12958416353315405
226,37,Location1,Device3,Variant B,12.859845932005404,0.08312613535222468
227,43,Location2,Device3,Variant B,16.54991480158732,0.11608579211281289
228,41,Location1,Device1,Control,21.46212102122869,0.10662383210218772
229,64,Location1,Device2,Variant B,16.51235547047156,0.078526430668544
230,38,Location1,Device3,Variant B,26.93422842794276,0.14081865039720237
231,47,Location2,Device3,Control,9.965115432313867,0.09958260545833411
232,21,Location1,Device1,Variant A,17.293059244470157,0.10122119644539139
233,53,Location2,Device1,Control,17.85825790730938,0.11053892276271098
234,57,Location2,Device3,Control,24.736186110846276,0.09541597048748617
235,27,Location2,Device1,Control,13.36644002415752,0.09203876092009573
236,27,Location3,Device1,Variant B,27.48128308358175,0.12827805058991942
237,59,Location1,Device2,Control,8.67965842171092,0.08212723868876359
238,41,Location3,Device2,Variant B,18.005842952080023,0.14158666802543157
239,21,Location1,Device3,Variant A,15.47237163602555,0.14874433913506813
240,64,Location2,Device3,Control,11.831845266225365,0.12413366482679009
241,44,Location2,Device3,Variant A,16.664689078264566,0.14671905703943136
242,62,Location1,Device1,Control,25.312876795655683,0.08415478529111886
243,21,Location1,Device2,Variant B,29.03255531765081,0.09979118830873521
244,49,Location2,Device3,Variant A,21.84525328293125,0.13301452084915433
245,27,Location1,Device2,Control,15.299413677198695,0.08322081400330339
246,28,Location1,Device1,Variant A,23.367366622925097,0.11134005924383687
247,45,Location3,Device2,Variant B,12.310753920916513,0.10809319297487419
248,63,Location2,Device1,Variant B,27.18372307760517,0.09947151486913958
249,25,Location3,Device3,Control,22.679547340555658,0.09029347118272202
250,57,Location2,Device1,Control,28.15447409407775,0.10704861439476529
251,39,Location3,Device1,Variant A,27.049574098534872,0.11316592361454464
252,51,Location1,Device1,Variant B,19.411186608579282,0.11586564148799225
253,62,Location1,Device1,Variant B,24.45678932063141,0.12007384301754637
254,52,Location2,Device3,Control,19.52837372812634,0.12434871623271097
255,52,Location2,Device2,Variant B,20.442456550998195,0.1322966056470731
256,42,Location2,Device3,Variant B,39.39576963064553,0.09856109084458416
257,51,Location3,Device3,Variant B,19.692768169520235,0.09142838831165002
258,23,Location2,Device1,Variant A,24.18895047283334,0.10777024728581229
259,58,Location1,Device3,Variant A,29.272686057962048,0.11696350539988225
260,54,Location2,Device1,Variant A,24.998799839068205,0.10866333274318252
261,18,Location1,Device2,Variant B,30.323695352746057,0.13841734417466808
262,29,Location3,Device1,Control,16.76430341008217,0.10799732779559906
263,52,Location1,Device2,Control,19.72261721096272,0.10446544793677671
264,23,Location1,Device3,Control,24.6119449011277,0.10898766786966724
265,34,Location3,Device1,Variant A,32.27546960589515,0.10461156872851245
266,26,Location1,Device2,Variant B,22.590145875416127,0.10384055729090097
267,19,Location3,Device3,Variant A,26.173142192393282,0.13423569227294768
268,35,Location3,Device2,Variant A,20.59373703266376,0.156822420934423
269,53,Location3,Device1,Control,11.85079188853986,0.08431712453811817
270,45,Location1,Device2,Control,22.4636332210844,0.07506734621213855
271,58,Location3,Device2,Variant B,25.58855444049587,0.11653001848301028
272,54,Location2,Device2,Variant A,26.0950958246529,0.1201530245540031
273,43,Location1,Device3,Variant B,26.67159975780481,0.11237353299589074
274,21,Location1,Device2,Variant A,19.276123115277716,0.1312126720352593
275,57,Location2,Device2,Variant B,19.957557893271044,0.08276825563929768
276,53,Location2,Device2,Variant A,20.140310898285133,0.1566639774928012
277,48,Location2,Device2,Variant B,25.500086859590873,0.1109759253865906
278,47,Location2,Device1,Variant A,18.88329774515619,0.11152421049259055
279,51,Location3,Device1,Variant A,27.977014129908717,0.13442349810620322
280,36,Location1,Device3,Control,19.29022200358957,0.07176507240403665
281,35,Location1,Device2,Variant A,24.443257897134803,0.1349879195835579
282,47,Location2,Device3,Control,15.613580457444936,0.10283990516190614
283,38,Location3,Device2,Variant B,28.52590747532808,0.1133279335126081
284,20,Location3,Device1,Control,7.114805677583947,0.04868053835194339
285,23,Location2,Device2,Variant A,24.47436435968314,0.15979310498869514
286,55,Location2,Device3,Control,22.514448135861407,0.09050542065718221
287,30,Location2,Device2,Control,22.91060354133483,0.1271295925310044
288,62,Location2,Device1,Variant B,21.753391513513733,0.10612373623838982
289,20,Location3,Device3,Control,30.45873414767962,0.10427693757457926
290,45,Location1,Device2,Variant B,30.785748715082914,0.08448291033673208
291,39,Location3,Device1,Variant B,26.34125021180405,0.08272333734929471
292,57,Location1,Device2,Control,19.666861568059083,0.11467292414957617
293,57,Location1,Device1,Variant A,17.71407631089926,0.11193540805683208
294,29,Location1,Device3,Variant B,25.789033077272535,0.07781712589568524
295,40,Location3,Device3,Control,10.729297124021679,0.09375411092414092
296,48,Location2,Device2,Variant B,23.687739251494218,0.12535344531308595
297,35,Location2,Device1,Control,20.52677197854735,0.1118721143464165
298,24,Location3,Device3,Control,16.488594809165605,0.12449663438280228
299,25,Location3,Device2,Variant A,28.641276759342283,0.11648299489531529
300,36,Location1,Device2,Control,14.167889198946348,0.13201083014283654
301,46,Location3,Device2,Variant B,30.803300396961937,0.10334677524117827
302,61,Location1,Device1,Variant B,21.630113565347123,0.08173962808314625
303,37,Location3,Device2,Variant A,21.448912819702826,0.13128633465993003
304,59,Location2,Device1,Variant B,10.548232668633108,0.09826070734647643
305,47,Location2,Device2,Variant A,35.96870014490116,0.15799874796540708
306,64,Location2,Device1,Control,26.791550134375875,0.1422645082407597
307,39,Location3,Device2,Control,19.824982411767692,0.10879961333290762
308,27,Location1,Device2,Control,14.73808422686024,0.09330229421776919
309,43,Location2,Device1,Variant A,23.71826282613953,0.0927930932191251
310,50,Location1,Device3,Variant B,19.787764058485678,0.041401548636637725
311,45,Location2,Device3,Variant B,22.305133863120265,0.11527078714952682
312,27,Location1,Device3,Control,19.44899774087235,0.11831989320917502
313,46,Location3,Device1,Variant B,21.91888193628833,0.09303345125779322
314,61,Location3,Device3,Variant A,25.715562646277608,0.1144648349431414
315,35,Location1,Device2,Variant A,22.292721619944672,0.12154214447159753
316,59,Location3,Device1,Variant A,25.51496345728849,0.12992335368374947
317,18,Location1,Device3,Variant A,22.69926152486374,0.11376390766218977
318,40,Location3,Device2,Variant B,21.236310146070856,0.12737617311610666
319,34,Location3,Device2,Variant A,25.423093788949693,0.14364861560227457
320,60,Location1,Device1,Variant B,17.476540832952434,0.11007857364861469
321,54,Location2,Device3,Control,14.926647051741732,0.09147755343026065
322,48,Location2,Device2,Variant B,21.15860716785927,0.09430662438865459
323,42,Location2,Device3,Variant A,31.26989826525914,0.1385603835762366
324,21,Location1,Device2,Variant B,22.616223093761135,0.09656982313748484
325,26,Location2,Device2,Control,17.001088853896974,0.12436781098900715
326,45,Location3,Device1,Control,17.611154082802877,0.07085717415791425
327,47,Location2,Device3,Control,15.268696595571416,0.1427762623373792
328,64,Location3,Device2,Variant B,19.44325390784559,0.09880208409451514
329,41,Location2,Device3,Variant A,19.519483506156384,0.14598645456124756
330,50,Location2,Device3,Variant A,23.258416089206577,0.06829157018100045
331,37,Location1,Device3,Variant B,16.682282242866933,0.14213585110440297
332,26,Location3,Device1,Variant A,25.10695899654091,0.12776257689086995
333,25,Location3,Device2,Variant A,20.075988350214246,0.11320439684802447
